img_id,img_filename,y,split,place,place_filename
2,Black_Footed_Albatross_0009_34.jpg,1,0,1,/l/lake/natural/00000065.jpg
4,Black_Footed_Albatross_0074_59.jpg,1,0,1,/o/ocean/00001268.jpg
5,Black_Footed_Albatross_0014_89.jpg,1,0,1,/o/ocean/00003147.jpg
7,Black_Footed_Albatross_0031_100.jpg,1,0,1,/o/ocean/00003917.jpg
9,Black_Footed_Albatross_0010_796097.jpg,1,0,1,/l/lake/natural/00000560.jpg
11,Black_Footed_Albatross_0023_796059.jpg,1,0,1,/o/ocean/00001721.jpg
15,Black_Footed_Albatross_0040_796066.jpg,1,0,1,/o/ocean/00002053.jpg
18,Black_Footed_Albatross_0089_796069.jpg,1,0,1,/o/ocean/00003211.jpg
20,Black_Footed_Albatross_0067_170.jpg,1,0,1,/o/ocean/00002572.jpg
21,Black_Footed_Albatross_0060_796076.jpg,1,0,1,/o/ocean/00003685.jpg
23,Black_Footed_Albatross_0056_796078.jpg,1,0,1,/l/lake/natural/00002406.jpg
30,Black_Footed_Albatross_0080_796096.jpg,1,0,1,/l/lake/natural/00002186.jpg
32,Black_Footed_Albatross_0017_796098.jpg,1,0,1,/o/ocean/00000364.jpg
35,Black_Footed_Albatross_0019_796104.jpg,1,0,0,/f/forest/broadleaf/00003512.jpg
36,Black_Footed_Albatross_0057_796106.jpg,1,0,1,/o/ocean/00000788.jpg
37,Black_Footed_Albatross_0041_796108.jpg,1,0,1,/o/ocean/00002332.jpg
40,Black_Footed_Albatross_0071_796113.jpg,1,0,1,/o/ocean/00002174.jpg
41,Black_Footed_Albatross_0077_796114.jpg,1,0,1,/l/lake/natural/00001006.jpg
42,Black_Footed_Albatross_0032_796115.jpg,1,0,0,/f/forest/broadleaf/00002052.jpg
43,Black_Footed_Albatross_0038_212.jpg,1,0,1,/o/ocean/00000901.jpg
46,Black_Footed_Albatross_0079_796122.jpg,1,0,1,/o/ocean/00000269.jpg
49,Black_Footed_Albatross_0036_796127.jpg,1,0,1,/l/lake/natural/00003328.jpg
51,Black_Footed_Albatross_0039_796132.jpg,1,0,1,/o/ocean/00000705.jpg
53,Black_Footed_Albatross_0068_796135.jpg,1,0,1,/o/ocean/00004916.jpg
56,Black_Footed_Albatross_0069_796139.jpg,1,0,1,/l/lake/natural/00000719.jpg
58,Black_Footed_Albatross_0063_796141.jpg,1,0,1,/l/lake/natural/00004217.jpg
60,Black_Footed_Albatross_0081_426.jpg,1,0,1,/l/lake/natural/00000925.jpg
62,Laysan_Albatross_0003_1033.jpg,1,0,1,/l/lake/natural/00002528.jpg
64,Laysan_Albatross_0044_784.jpg,1,0,0,/f/forest/broadleaf/00000697.jpg
67,Laysan_Albatross_0071_792.jpg,1,0,1,/l/lake/natural/00003138.jpg
72,Laysan_Albatross_0065_809.jpg,1,0,1,/l/lake/natural/00003442.jpg
73,Laysan_Albatross_0061_563.jpg,1,0,1,/o/ocean/00000290.jpg
74,Laysan_Albatross_0085_564.jpg,1,0,1,/o/ocean/00001309.jpg
75,Laysan_Albatross_0005_565.jpg,1,0,1,/l/lake/natural/00000367.jpg
78,Laysan_Albatross_0025_571.jpg,1,0,1,/o/ocean/00003413.jpg
80,Laysan_Albatross_0092_834.jpg,1,0,1,/l/lake/natural/00002055.jpg
81,Laysan_Albatross_0013_910.jpg,1,0,1,/l/lake/natural/00000502.jpg
86,Laysan_Albatross_0047_619.jpg,1,0,1,/l/lake/natural/00004792.jpg
89,Laysan_Albatross_0088_883.jpg,1,0,1,/l/lake/natural/00003205.jpg
96,Laysan_Albatross_0076_671.jpg,1,0,1,/l/lake/natural/00004400.jpg
97,Laysan_Albatross_0096_673.jpg,1,0,1,/o/ocean/00004001.jpg
102,Laysan_Albatross_0056_500.jpg,1,0,1,/o/ocean/00003470.jpg
104,Laysan_Albatross_0006_702.jpg,1,0,1,/l/lake/natural/00003327.jpg
105,Laysan_Albatross_0073_927.jpg,1,0,1,/o/ocean/00002489.jpg
110,Laysan_Albatross_0040_472.jpg,1,0,1,/o/ocean/00004755.jpg
111,Laysan_Albatross_0100_735.jpg,1,0,1,/l/lake/natural/00001251.jpg
113,Laysan_Albatross_0029_482.jpg,1,0,1,/l/lake/natural/00004129.jpg
